"_","Insight_Name__c","Increment_Data__c"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001429""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001419""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001075""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000652""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001625""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""4"", ""claim_numnber__c"": ""000001223""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000564""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001396""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001806""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001819""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001571""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000522""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001821""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000642""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000700""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001402""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000346""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""4"", ""claim_numnber__c"": ""000001214""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001233""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001079""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000496""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000690""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001440""}"
